frequency_score,sentiment_score,value,company
0.4,1,Collaboration,Diebold Nixdorf
0.4,0.1,Customer,Diebold Nixdorf
-1.4,0.9,Diversity,Diebold Nixdorf
1.8,0.2,Execution,Diebold Nixdorf
-1.2,1.8,Innovation,Diebold Nixdorf
0,-1.3,Integrity,Diebold Nixdorf
-0.5,-1,Performance,Diebold Nixdorf
-0.6,-1,Respect,Diebold Nixdorf
0.2,-0.9,Agility,Dignity Health
0.7,1.2,Collaboration,Dignity Health
1,1.4,Customer,Dignity Health
-1.3,1,Diversity,Dignity Health
0.8,-1.1,Execution,Dignity Health
-1.4,0.7,Innovation,Dignity Health
-0.2,-1.3,Integrity,Dignity Health
-1.2,-0.7,Performance,Dignity Health
1.3,-0.4,Respect,Dignity Health
-0.5,-0.6,Agility,Dillard‰Ûªs
1.1,-0.6,Collaboration,Dillard‰Ûªs
0.5,1.6,Customer,Dillard‰Ûªs
-0.9,-0.3,Diversity,Dillard‰Ûªs
0,-0.6,Execution,Dillard‰Ûªs
-1.5,1.8,Innovation,Dillard‰Ûªs
0.5,-1,Integrity,Dillard‰Ûªs
-1,0.6,Performance,Dillard‰Ûªs
1.7,-0.9,Respect,Dillard‰Ûªs
2,-1.2,Agility,Discover
1,0.7,Collaboration,Discover
-0.5,1.5,Customer,Discover
-1.2,1.4,Diversity,Discover
0.8,-1.2,Execution,Discover
-1,0.4,Innovation,Discover
-0.1,-0.5,Integrity,Discover
-0.4,-0.2,Performance,Discover
-0.7,-1,Respect,Discover
1.9,-1,Agility,"Discovery, Inc. "
1.4,1.2,Collaboration,"Discovery, Inc. "
-1.5,0.8,Customer,"Discovery, Inc. "
-0.3,0.6,Diversity,"Discovery, Inc. "
0.4,-0.2,Execution,"Discovery, Inc. "
-0.2,1.5,Innovation,"Discovery, Inc. "
-0.5,-1.5,Integrity,"Discovery, Inc. "
-0.6,-0.4,Performance,"Discovery, Inc. "
-0.6,-1,Respect,"Discovery, Inc. "
0.5,-0.4,Agility,Dish Network
-0.3,0.2,Collaboration,Dish Network
0.2,0,Customer,Dish Network
-1.7,-0.3,Diversity,Dish Network
1.6,-0.5,Execution,Dish Network
-1.5,2.6,Innovation,Dish Network
0.9,-1,Integrity,Dish Network
-0.2,0.3,Performance,Dish Network
0.4,-0.9,Respect,Dish Network
1.9,-1.2,Agility,The Walt Disney Company
1.1,0.5,Collaboration,The Walt Disney Company
0.5,1.3,Customer,The Walt Disney Company
-1.1,1.3,Diversity,The Walt Disney Company
0.3,-0.5,Execution,The Walt Disney Company
-0.7,1.1,Innovation,The Walt Disney Company
-0.7,-0.8,Integrity,The Walt Disney Company
-1.2,-0.9,Performance,The Walt Disney Company
-0.1,-0.9,Respect,The Walt Disney Company
0.5,-1,Agility,"Disney Parks, Experiences and Products"
0,0.4,Collaboration,"Disney Parks, Experiences and Products"
2.5,1.3,Customer,"Disney Parks, Experiences and Products"
-0.7,1.2,Diversity,"Disney Parks, Experiences and Products"
-0.1,-0.5,Execution,"Disney Parks, Experiences and Products"
-1,1.4,Innovation,"Disney Parks, Experiences and Products"
-0.5,-1,Integrity,"Disney Parks, Experiences and Products"
-0.8,-0.8,Performance,"Disney Parks, Experiences and Products"
0.2,-1,Respect,"Disney Parks, Experiences and Products"
-0.5,-0.4,Agility,Dollar General
-0.3,1.1,Collaboration,Dollar General
1.6,1.9,Customer,Dollar General
-1.1,0,Diversity,Dollar General
0.9,-0.8,Execution,Dollar General
-1.4,0.9,Innovation,Dollar General
0.9,-1,Integrity,Dollar General
-1,-0.4,Performance,Dollar General
0.8,-1.2,Respect,Dollar General
-0.6,-0.6,Agility,Dollar Tree
-0.2,0.5,Collaboration,Dollar Tree
1.3,1.3,Customer,Dollar Tree
-1,-0.4,Diversity,Dollar Tree
0.7,-0.8,Execution,Dollar Tree
-1.4,2.1,Innovation,Dollar Tree
0.8,-0.8,Integrity,Dollar Tree
-1.1,-0.4,Performance,Dollar Tree
1.3,-0.9,Respect,Dollar Tree
-0.5,0,Agility,Domino‰Ûªs
0,1.6,Collaboration,Domino‰Ûªs
1.2,0.8,Customer,Domino‰Ûªs
-1,-0.2,Diversity,Domino‰Ûªs
1.1,-0.8,Execution,Domino‰Ûªs
-1.4,1.4,Innovation,Domino‰Ûªs
0.8,-1.3,Integrity,Domino‰Ûªs
-1.2,-0.4,Performance,Domino‰Ûªs
0.9,-1.1,Respect,Domino‰Ûªs
0.1,0.2,Agility,DoorDash
-0.7,1.8,Collaboration,DoorDash
1.7,-0.3,Customer,DoorDash
-1,-0.5,Diversity,DoorDash
0.1,1.7,Execution,DoorDash
-1.2,-0.2,Innovation,DoorDash
1.7,-1.2,Integrity,DoorDash
-0.6,-0.8,Performance,DoorDash
-0.2,-0.7,Respect,DoorDash
2,-1.1,Agility,Dow Chemical Company
0.6,1.5,Collaboration,Dow Chemical Company
-1.6,-1.7,Customer,Dow Chemical Company
-0.4,1,Diversity,Dow Chemical Company
0.8,0.3,Execution,Dow Chemical Company
0,1,Innovation,Dow Chemical Company
-0.8,0.3,Integrity,Dow Chemical Company
0.1,-0.9,Performance,Dow Chemical Company
-0.7,-0.4,Respect,Dow Chemical Company
1.4,-1.1,Agility,Dow Jones
1.3,0.8,Collaboration,Dow Jones
-1,0.4,Customer,Dow Jones
-0.8,0,Diversity,Dow Jones
1.3,-0.1,Execution,Dow Jones
0.2,1.7,Innovation,Dow Jones
-0.8,0.6,Integrity,Dow Jones
-0.8,-1.9,Performance,Dow Jones
-0.8,-0.5,Respect,Dow Jones
0.1,-0.3,Agility,Dr Pepper Snapple Group
0.2,0.4,Collaboration,Dr Pepper Snapple Group
-0.9,-0.6,Customer,Dr Pepper Snapple Group
-0.2,0.8,Diversity,Dr Pepper Snapple Group
2.4,1.7,Execution,Dr Pepper Snapple Group
-1.2,-0.6,Innovation,Dr Pepper Snapple Group
0.1,-1.7,Integrity,Dr Pepper Snapple Group
-0.9,1,Performance,Dr Pepper Snapple Group
0.4,-0.7,Respect,Dr Pepper Snapple Group
-0.6,-0.5,Agility,Dunkin‰Ûª
-0.2,1.2,Collaboration,Dunkin‰Ûª
1.8,1.4,Customer,Dunkin‰Ûª
-0.8,-0.6,Diversity,Dunkin‰Ûª
0.5,-1,Execution,Dunkin‰Ûª
-1.2,1.4,Innovation,Dunkin‰Ûª
0.1,-1,Integrity,Dunkin‰Ûª
-1,0.2,Performance,Dunkin‰Ûª
1.4,-1.1,Respect,Dunkin‰Ûª
2.4,-1.6,Agility,DuPont
-0.2,0.7,Collaboration,DuPont
-1.2,-1,Customer,DuPont
-1,1.3,Diversity,DuPont
0.2,-0.6,Execution,DuPont
0.5,0.8,Innovation,DuPont
0,0.5,Integrity,DuPont
-0.7,-1,Performance,DuPont
0,1,Respect,DuPont
1.3,-0.7,Agility,DXC Technology
-0.3,0.6,Collaboration,DXC Technology
0.8,-0.3,Customer,DXC Technology
-1.7,1,Diversity,DXC Technology
1.6,0.5,Execution,DXC Technology
-1.1,2,Innovation,DXC Technology
-0.2,-1,Integrity,DXC Technology
-0.3,-0.9,Performance,DXC Technology
-0.1,-1.1,Respect,DXC Technology
1.2,-0.5,Agility,E-Trade Financial
0.6,1.6,Collaboration,E-Trade Financial
-0.1,0.6,Customer,E-Trade Financial
-1.4,-1.2,Diversity,E-Trade Financial
1.9,-0.9,Execution,E-Trade Financial
-0.8,1.3,Innovation,E-Trade Financial
-0.9,-0.2,Integrity,E-Trade Financial
-0.5,0.5,Performance,E-Trade Financial
-0.1,-1.2,Respect,E-Trade Financial
1.9,-1,Agility,Electronic Arts
1,0.4,Collaboration,Electronic Arts
-1,1,Customer,Electronic Arts
-0.7,1.5,Diversity,Electronic Arts
1,-0.1,Execution,Electronic Arts
-0.2,1,Innovation,Electronic Arts
-1,-1.4,Integrity,Electronic Arts
-0.1,-0.1,Performance,Electronic Arts
-0.9,-1.3,Respect,Electronic Arts
1.5,-1.7,Agility,Eaton
0,0.9,Collaboration,Eaton
-1.3,0.3,Customer,Eaton
-0.6,1,Diversity,Eaton
1.4,-0.8,Execution,Eaton
-1,0.1,Innovation,Eaton
1,1.5,Integrity,Eaton
-0.3,-0.9,Performance,Eaton
-0.8,-0.5,Respect,Eaton
2.3,-1.1,Agility,eBay
0.3,0.6,Collaboration,eBay
-0.5,0.7,Customer,eBay
-0.8,1.7,Diversity,eBay
0.5,-0.5,Execution,eBay
0.7,1.3,Innovation,eBay
-0.7,-0.9,Integrity,eBay
-0.7,-0.7,Performance,eBay
-1.1,-1,Respect,eBay
0.5,-1,Agility,Edward Jones
-0.3,1.1,Collaboration,Edward Jones
1.7,1.5,Customer,Edward Jones
-0.7,-0.3,Diversity,Edward Jones
0.8,1.3,Execution,Edward Jones
-1.5,-1.4,Innovation,Edward Jones
1,0,Integrity,Edward Jones
-0.7,-0.5,Performance,Edward Jones
-0.9,-0.6,Respect,Edward Jones
1.5,-1,Agility,Edwards Lifesciences
0.5,-0.4,Collaboration,Edwards Lifesciences
0.1,2.3,Customer,Edwards Lifesciences
-1.6,-0.3,Diversity,Edwards Lifesciences
1,-0.5,Execution,Edwards Lifesciences
0.7,1.2,Innovation,Edwards Lifesciences
-0.8,0,Integrity,Edwards Lifesciences
-1.3,-0.6,Performance,Edwards Lifesciences
-0.1,-0.7,Respect,Edwards Lifesciences
2.7,-1.8,Agility,Eli Lilly and Company
-0.2,0.4,Collaboration,Eli Lilly and Company
-0.9,2,Customer,Eli Lilly and Company
-0.3,-0.2,Diversity,Eli Lilly and Company
-0.3,-0.5,Execution,Eli Lilly and Company
0.3,-0.3,Innovation,Eli Lilly and Company
-0.3,0.6,Integrity,Eli Lilly and Company
-0.7,-0.6,Performance,Eli Lilly and Company
-0.3,0.6,Respect,Eli Lilly and Company
2,-1.6,Agility,Dell EMC
1,0.4,Collaboration,Dell EMC
-0.6,1,Customer,Dell EMC
-0.7,0.8,Diversity,Dell EMC
0.6,0.2,Execution,Dell EMC
0.4,1.6,Innovation,Dell EMC
-1.2,-1.3,Integrity,Dell EMC
-0.5,-0.3,Performance,Dell EMC
-1,-0.7,Respect,Dell EMC
2.3,-1.7,Agility,Emerson
0.4,0.5,Collaboration,Emerson
-0.9,1.6,Customer,Emerson
-0.8,-0.8,Diversity,Emerson
0.9,-0.1,Execution,Emerson
-0.2,0.7,Innovation,Emerson
-0.5,1.1,Integrity,Emerson
-0.6,-1,Performance,Emerson
-0.7,-0.4,Respect,Emerson
-0.6,-0.5,Agility,Enterprise
0.3,1.9,Collaboration,Enterprise
1.8,0.7,Customer,Enterprise
-1.1,-0.5,Diversity,Enterprise
0.8,-0.1,Execution,Enterprise
-1.5,-0.4,Innovation,Enterprise
0.7,-1.2,Integrity,Enterprise
0.3,1.2,Performance,Enterprise
-0.6,-1,Respect,Enterprise
1.8,-1,Agility,Equifax
0.9,0.5,Collaboration,Equifax
-0.8,-0.4,Customer,Equifax
-1.5,1.1,Diversity,Equifax
1.1,0.2,Execution,Equifax
0.2,2.1,Innovation,Equifax
-0.6,-0.9,Integrity,Equifax
-0.7,-0.5,Performance,Equifax
-0.4,-1,Respect,Equifax
2.4,-1.4,Agility,Ericsson
0.3,0.2,Collaboration,Ericsson
-0.8,-0.4,Customer,Ericsson
-0.5,2,Diversity,Ericsson
0.7,-0.1,Execution,Ericsson
0.4,1.4,Innovation,Ericsson
-0.9,-0.6,Integrity,Ericsson
-0.6,-0.8,Performance,Ericsson
-0.8,-0.2,Respect,Ericsson
1.8,-0.7,Agility,ESPN
0.7,0.9,Collaboration,ESPN
-1.9,-1.1,Customer,ESPN
-0.5,0.4,Diversity,ESPN
0.9,-0.2,Execution,ESPN
-0.4,2.3,Innovation,ESPN
-0.5,-0.6,Integrity,ESPN
0.2,-0.3,Performance,ESPN
-0.5,-0.7,Respect,ESPN
2.2,-1,Agility,EstÌ©e Lauder Companies
1,0.1,Collaboration,EstÌ©e Lauder Companies
-1.2,1.9,Customer,EstÌ©e Lauder Companies
-0.4,0.7,Diversity,EstÌ©e Lauder Companies
0.3,-0.9,Execution,EstÌ©e Lauder Companies
-0.9,1.3,Innovation,EstÌ©e Lauder Companies
-0.3,-0.4,Integrity,EstÌ©e Lauder Companies
-0.6,-0.6,Performance,EstÌ©e Lauder Companies
-0.2,-0.9,Respect,EstÌ©e Lauder Companies
1.7,-0.8,Agility,Expedia
1.6,0.9,Collaboration,Expedia
-1.1,-0.6,Customer,Expedia
-0.6,1.1,Diversity,Expedia
0.7,-0.1,Execution,Expedia
0,1.9,Innovation,Expedia
-0.6,-0.7,Integrity,Expedia
-0.6,-1.1,Performance,Expedia
-1,-0.7,Respect,Expedia
2.3,-1,Agility,Expeditors
-0.1,1.7,Collaboration,Expeditors
-0.8,1.5,Customer,Expeditors
-0.8,-1.2,Diversity,Expeditors
1,-1.1,Execution,Expeditors
-1.1,0.2,Innovation,Expeditors
-0.1,0.1,Integrity,Expeditors
-0.2,0.3,Performance,Expeditors
-0.1,-0.5,Respect,Expeditors
1.7,-1.4,Agility,Experian
1,0.5,Collaboration,Experian
0,0.4,Customer,Experian
-1.5,2,Diversity,Experian
1.1,-0.7,Execution,Experian
-0.1,1,Innovation,Experian
-0.4,-0.7,Integrity,Experian
-0.7,-0.3,Performance,Experian
-1,-0.9,Respect,Experian
2.4,-1.7,Agility,ExxonMobil
0.2,0.2,Collaboration,ExxonMobil
-1.1,1.8,Customer,ExxonMobil
-0.3,0.1,Diversity,ExxonMobil
0.2,0,Execution,ExxonMobil
-0.7,0.8,Innovation,ExxonMobil
-0.6,0.7,Integrity,ExxonMobil
0.7,-1.1,Performance,ExxonMobil
-0.8,-0.8,Respect,ExxonMobil
1.4,-1,Agility,EY
1.1,1,Collaboration,EY
0.2,0.8,Customer,EY
-0.1,1.8,Diversity,EY
0.6,-0.5,Execution,EY
-1.7,0.6,Innovation,EY
-0.7,-1,Integrity,EY
0.7,-1.1,Performance,EY
-1.4,-0.6,Respect,EY
2.2,-0.9,Agility,Facebook
0.6,0.3,Collaboration,Facebook
-1.2,-0.4,Customer,Facebook
-0.5,0,Diversity,Facebook
1,1.1,Execution,Facebook
-0.6,2.2,Innovation,Facebook
-0.4,-0.5,Integrity,Facebook
-0.4,-1.2,Performance,Facebook
-0.6,-0.6,Respect,Facebook
-0.6,-0.3,Agility,Family Dollar
-0.1,0.8,Collaboration,Family Dollar
1,1.7,Customer,Family Dollar
-1,-0.4,Diversity,Family Dollar
0.8,-0.9,Execution,Family Dollar
-1.4,1.1,Innovation,Family Dollar
1.4,-1.2,Integrity,Family Dollar
-1.1,-0.1,Performance,Family Dollar
1,-0.9,Respect,Family Dollar
1,-1.1,Agility,Farmers Insurance Group
-0.1,0.9,Collaboration,Farmers Insurance Group
0.7,1.6,Customer,Farmers Insurance Group
-1.2,1.3,Diversity,Farmers Insurance Group
1.8,-0.3,Execution,Farmers Insurance Group
-1.4,0.2,Innovation,Farmers Insurance Group
0.4,-1,Integrity,Farmers Insurance Group
-0.5,-0.4,Performance,Farmers Insurance Group
-0.7,-1.1,Respect,Farmers Insurance Group
0.4,-0.7,Agility,Fastenal
-0.3,0.2,Collaboration,Fastenal
0.8,1.3,Customer,Fastenal
-1,-0.8,Diversity,Fastenal
2.3,0.4,Execution,Fastenal
-1.2,2,Innovation,Fastenal
0.1,-1.1,Integrity,Fastenal
-0.6,-0.4,Performance,Fastenal
-0.4,-0.8,Respect,Fastenal
1.7,-0.5,Agility,Fiat Chrysler Automobiles
0.7,0.7,Collaboration,Fiat Chrysler Automobiles
-1.5,0.5,Customer,Fiat Chrysler Automobiles
-0.7,0.6,Diversity,Fiat Chrysler Automobiles
1.3,-0.1,Execution,Fiat Chrysler Automobiles
-0.7,2,Innovation,Fiat Chrysler Automobiles
-0.5,-1,Integrity,Fiat Chrysler Automobiles
-0.4,-1.2,Performance,Fiat Chrysler Automobiles
0.1,-0.9,Respect,Fiat Chrysler Automobiles
1.9,-1.3,Agility,FedEx
0.7,1.5,Collaboration,FedEx
-0.4,1.3,Customer,FedEx
-1.1,1,Diversity,FedEx
1,-0.5,Execution,FedEx
-1.4,0.3,Innovation,FedEx
-0.2,-0.9,Integrity,FedEx
-0.8,-0.9,Performance,FedEx
0.4,-0.6,Respect,FedEx
2.1,-1.5,Agility,Fidelity Investments
0.3,0.6,Collaboration,Fidelity Investments
0.4,1.4,Customer,Fidelity Investments
-1.4,0,Diversity,Fidelity Investments
0.7,-1,Execution,Fidelity Investments
-0.7,1.3,Innovation,Fidelity Investments
-0.3,0.8,Integrity,Fidelity Investments
-0.2,-0.9,Performance,Fidelity Investments
-1.1,-0.6,Respect,Fidelity Investments
0.9,-0.9,Agility,Fifth Third Bank
0.3,1.3,Collaboration,Fifth Third Bank
1.5,1.3,Customer,Fifth Third Bank
-1,1.4,Diversity,Fifth Third Bank
1.2,-1.1,Execution,Fifth Third Bank
-1.6,0,Innovation,Fifth Third Bank
0,-0.8,Integrity,Fifth Third Bank
-0.6,-0.1,Performance,Fifth Third Bank
-0.8,-1,Respect,Fifth Third Bank
2.2,-0.6,Agility,First Data
0.2,0.2,Collaboration,First Data
-0.9,0.5,Customer,First Data
-1.3,1.6,Diversity,First Data
1.1,-0.5,Execution,First Data
-0.4,1.6,Innovation,First Data
0.2,-1.2,Integrity,First Data
-0.4,-0.6,Performance,First Data
-0.6,-1.1,Respect,First Data
1,-0.9,Agility,FIS
0.9,0.6,Collaboration,FIS
-0.4,0.3,Customer,FIS
-1.5,-0.7,Diversity,FIS
1.9,1.1,Execution,FIS
-0.6,2,Innovation,FIS
-0.2,-1.1,Integrity,FIS
-0.6,-0.7,Performance,FIS
-0.4,-0.6,Respect,FIS
1.4,-0.9,Agility,Fiserv
1.3,0.3,Collaboration,Fiserv
-0.1,1.1,Customer,Fiserv
-1.7,-0.8,Diversity,Fiserv
1.3,-0.3,Execution,Fiserv
-0.7,2.2,Innovation,Fiserv
-0.4,-0.5,Integrity,Fiserv
-0.5,-0.1,Performance,Fiserv
-0.5,-1.1,Respect,Fiserv
-0.6,0.1,Agility,Five Guys
0.5,1.5,Collaboration,Five Guys
0.8,2,Customer,Five Guys
-0.9,-0.8,Diversity,Five Guys
0.8,-0.4,Execution,Five Guys
-1.7,-1.1,Innovation,Five Guys
1,-0.6,Integrity,Five Guys
-1,-0.1,Performance,Five Guys
1.1,-0.6,Respect,Five Guys
1.3,-0.6,Agility,Flex
1.3,0.6,Collaboration,Flex
0.1,-0.5,Customer,Flex
-0.9,2.1,Diversity,Flex
1.5,-0.8,Execution,Flex
-0.9,0.9,Innovation,Flex
-1,-0.8,Integrity,Flex
-0.8,0.4,Performance,Flex
-0.6,-1.1,Respect,Flex
1.6,-1.8,Agility,Fluor
0.2,0.6,Collaboration,Fluor
-1.3,0.3,Customer,Fluor
-0.4,1.6,Diversity,Fluor
1.7,1,Execution,Fluor
-1.2,-0.4,Innovation,Fluor
0.1,0.4,Integrity,Fluor
-0.4,-1.2,Performance,Fluor
-0.2,-0.5,Respect,Fluor
-0.7,-0.6,Agility,Food Lion
-0.3,0.9,Collaboration,Food Lion
1.7,1.9,Customer,Food Lion
-0.5,0.3,Diversity,Food Lion
0.9,-0.9,Execution,Food Lion
-1.4,1,Innovation,Food Lion
0,-1.2,Integrity,Food Lion
-0.9,-0.6,Performance,Food Lion
1.3,-0.8,Respect,Food Lion
2.5,-1.4,Agility,Ford Motor Company
0.4,0.8,Collaboration,Ford Motor Company
-1.1,1.2,Customer,Ford Motor Company
-0.7,1.1,Diversity,Ford Motor Company
0.6,-0.5,Execution,Ford Motor Company
-0.1,1,Innovation,Ford Motor Company
-0.5,0,Integrity,Ford Motor Company
-0.6,-1.2,Performance,Ford Motor Company
-0.4,-1,Respect,Ford Motor Company
0.4,-1.3,Agility,Fossil Group
1.2,0.4,Collaboration,Fossil Group
1.2,1.1,Customer,Fossil Group
-1.5,0.8,Diversity,Fossil Group
1,-0.8,Execution,Fossil Group
-1.5,1.8,Innovation,Fossil Group
-0.2,-1,Integrity,Fossil Group
-0.6,-0.3,Performance,Fossil Group
0,-0.7,Respect,Fossil Group
0,-1.3,Agility,Four Seasons
0.2,1.1,Collaboration,Four Seasons
1.7,1.7,Customer,Four Seasons
-0.9,0.4,Diversity,Four Seasons
0.6,-1.5,Execution,Four Seasons
-1.6,0.6,Innovation,Four Seasons
-0.2,-0.6,Integrity,Four Seasons
-1,-0.1,Performance,Four Seasons
1.1,-0.3,Respect,Four Seasons
-0.4,-1,Agility,Fred Meyer
-0.1,0.6,Collaboration,Fred Meyer
1.7,0.9,Customer,Fred Meyer
-1,0.8,Diversity,Fred Meyer
0.8,-1.1,Execution,Fred Meyer
-1.5,1.9,Innovation,Fred Meyer
0,-0.7,Integrity,Fred Meyer
-0.8,-0.5,Performance,Fred Meyer
1.2,-0.9,Respect,Fred Meyer
0.1,-1,Agility,Fresenius Medical Care - North America
0.6,1.1,Collaboration,Fresenius Medical Care - North America
2,2.1,Customer,Fresenius Medical Care - North America
-1,-0.5,Diversity,Fresenius Medical Care - North America
1,-0.1,Execution,Fresenius Medical Care - North America
-1.3,0.5,Innovation,Fresenius Medical Care - North America
-0.2,-1,Integrity,Fresenius Medical Care - North America
-1,-0.3,Performance,Fresenius Medical Care - North America
-0.2,-0.9,Respect,Fresenius Medical Care - North America
-0.3,-0.2,Agility,The Fresh Market
-0.2,0.7,Collaboration,The Fresh Market
0.8,1.9,Customer,The Fresh Market
-0.9,-0.3,Diversity,The Fresh Market
1.5,-0.9,Execution,The Fresh Market
-1.5,1.4,Innovation,The Fresh Market
0.4,-0.7,Integrity,The Fresh Market
-1.1,-1.1,Performance,The Fresh Market
1.3,-0.8,Respect,The Fresh Market
0.1,-0.9,Agility,Frontier Communications
0.1,0.6,Collaboration,Frontier Communications
1.8,0.4,Customer,Frontier Communications
-1.4,1.7,Diversity,Frontier Communications
1.4,-0.4,Execution,Frontier Communications
-1.1,0.9,Innovation,Frontier Communications
0.1,-1.6,Integrity,Frontier Communications
-0.7,0.4,Performance,Frontier Communications
-0.2,-1,Respect,Frontier Communications
0.7,-0.9,Agility,Gartner
1.5,1.7,Collaboration,Gartner
0.1,0.6,Customer,Gartner
-1.2,-0.8,Diversity,Gartner
1.3,-0.3,Execution,Gartner
-0.9,1.6,Innovation,Gartner
-0.7,-1.3,Integrity,Gartner
0.4,-0.3,Performance,Gartner
-1.2,-0.3,Respect,Gartner
2.5,-1.6,Agility,General Electric
0.4,0,Collaboration,General Electric
-0.9,-0.7,Customer,General Electric
-0.7,1.6,Diversity,General Electric
0.5,-0.1,Execution,General Electric
-0.3,1.5,Innovation,General Electric
-0.5,0.5,Integrity,General Electric
-0.3,-0.3,Performance,General Electric
-0.8,-0.8,Respect,General Electric
2.4,-1.3,Agility,GE Aviation
0.4,0.1,Collaboration,GE Aviation
-1.1,0.9,Customer,GE Aviation
-0.6,1.4,Diversity,GE Aviation
0.7,-0.2,Execution,GE Aviation
-0.1,1.6,Innovation,GE Aviation
-0.6,-0.7,Integrity,GE Aviation
-0.4,-0.5,Performance,GE Aviation
-0.6,-1.2,Respect,GE Aviation
2.2,-1.3,Agility,GE Healthcare
0.6,0.3,Collaboration,GE Healthcare
-0.5,-0.4,Customer,GE Healthcare
-0.9,1.7,Diversity,GE Healthcare
1,0.1,Execution,GE Healthcare
-0.1,1.3,Innovation,GE Healthcare
-0.8,-0.1,Integrity,GE Healthcare
-0.6,-0.1,Performance,GE Healthcare
-0.8,-1.5,Respect,GE Healthcare
-0.1,-0.9,Agility,Geico
-0.3,1.4,Collaboration,Geico
0,-0.1,Customer,Geico
-1,0.8,Diversity,Geico
2.6,-1.3,Execution,Geico
-1.1,1.4,Innovation,Geico
0,-0.7,Integrity,Geico
-0.1,0.6,Performance,Geico
0.1,-1.2,Respect,Geico
2,-1.3,Agility,Genentech
0.6,0.2,Collaboration,Genentech
-0.2,2,Customer,Genentech
-1.1,0.4,Diversity,Genentech
0.3,-0.6,Execution,Genentech
1,1.2,Innovation,Genentech
-0.9,-0.3,Integrity,Genentech
-0.9,-1.1,Performance,Genentech
-0.8,-0.5,Respect,Genentech
1.9,0,Agility,General Dynamics
0.4,1,Collaboration,General Dynamics
-1.3,1.4,Customer,General Dynamics
-0.7,0.6,Diversity,General Dynamics
1.4,-0.9,Execution,General Dynamics
-0.9,0.8,Innovation,General Dynamics
0,-0.9,Integrity,General Dynamics
-0.5,-0.2,Performance,General Dynamics
-0.4,-1.8,Respect,General Dynamics
2.5,-1.6,Agility,General Mills
0.4,1.4,Collaboration,General Mills
-0.9,-0.5,Customer,General Mills
-0.6,1.5,Diversity,General Mills
0.3,-0.6,Execution,General Mills
-0.4,-0.5,Innovation,General Mills
-0.4,1,Integrity,General Mills
-0.1,-0.5,Performance,General Mills
-0.9,-0.2,Respect,General Mills
2.3,-1.3,Agility,General Motors
0.4,0.2,Collaboration,General Motors
-1.1,0.6,Customer,General Motors
-0.7,1,Diversity,General Motors
0.7,-0.5,Execution,General Motors
0.2,1.9,Innovation,General Motors
-0.6,-0.7,Integrity,General Motors
-0.6,-0.1,Performance,General Motors
-0.6,-1.2,Respect,General Motors
-0.5,-0.3,Agility,Genesis HealthCare
0.5,1.1,Collaboration,Genesis HealthCare
1.3,0.2,Customer,Genesis HealthCare
-1.3,-0.6,Diversity,Genesis HealthCare
1.2,-0.4,Execution,Genesis HealthCare
-1.5,2.3,Innovation,Genesis HealthCare
0.7,-0.7,Integrity,Genesis HealthCare
-0.9,-0.7,Performance,Genesis HealthCare
0.6,-0.9,Respect,Genesis HealthCare
-0.2,-1.1,Agility,Giant Eagle
0.1,1.3,Collaboration,Giant Eagle
1.1,1.5,Customer,Giant Eagle
-0.9,0.9,Diversity,Giant Eagle
1.2,-1.1,Execution,Giant Eagle
-1.5,0.1,Innovation,Giant Eagle
0.5,-1,Integrity,Giant Eagle
-1.3,0.3,Performance,Giant Eagle
1.2,-0.8,Respect,Giant Eagle
-0.6,-0.7,Agility,Giant Food Stores
-0.3,-0.1,Collaboration,Giant Food Stores
1.7,1.2,Customer,Giant Food Stores
-0.7,0.2,Diversity,Giant Food Stores
0.5,-0.7,Execution,Giant Food Stores
-1.4,2.2,Innovation,Giant Food Stores
0.2,-0.7,Integrity,Giant Food Stores
-0.8,-0.3,Performance,Giant Food Stores
1.5,-1,Respect,Giant Food Stores
1.1,-0.5,Agility,Gilead Sciences
0.8,-0.1,Collaboration,Gilead Sciences
-1.4,2,Customer,Gilead Sciences
-1.1,-0.4,Diversity,Gilead Sciences
1.3,-0.5,Execution,Gilead Sciences
1.1,1.6,Innovation,Gilead Sciences
-0.9,-0.8,Integrity,Gilead Sciences
-0.4,-0.3,Performance,Gilead Sciences
-0.6,-1,Respect,Gilead Sciences
0.7,-0.4,Agility,GlobalFoundries
0.6,0,Collaboration,GlobalFoundries
-1.9,0,Customer,GlobalFoundries
-0.9,1.1,Diversity,GlobalFoundries
1.6,-0.7,Execution,GlobalFoundries
0.5,2.3,Innovation,GlobalFoundries
-0.2,-0.8,Integrity,GlobalFoundries
0.2,-0.7,Performance,GlobalFoundries
-0.6,-0.8,Respect,GlobalFoundries
0.8,-0.6,Agility,GoDaddy
0,0.7,Collaboration,GoDaddy
1.7,-0.5,Customer,GoDaddy
-1.2,1.7,Diversity,GoDaddy
0.8,0.2,Execution,GoDaddy
-0.9,1.4,Innovation,GoDaddy
0.7,-0.9,Integrity,GoDaddy
-1.2,-1,Performance,GoDaddy
-0.8,-1,Respect,GoDaddy
1.5,-1.1,Agility,Goldman Sachs
1.8,0.9,Collaboration,Goldman Sachs
-1.1,1,Customer,Goldman Sachs
-0.4,1.4,Diversity,Goldman Sachs
-0.1,-0.5,Execution,Goldman Sachs
-0.7,0.7,Innovation,Goldman Sachs
-0.8,-1.2,Integrity,Goldman Sachs
